"objtype","subtype","name","parent","pos_x","pos_y","pos_z","orient_x","orient_y","orient_z","orient_w","scale_x","scale_y","scale_z","hull_x","hull_y","hull_z","density","friction","bounce","colMask","colMsg","meshURI","diffuse_x","diffuse_y","diffuse_z","ambient","specular_x","specular_y","specular_z","shadowpower","range","constfall","linearfall","quadfall","cone_in","cone_out","power","cone_fall","shadow"
"#","graphiconly","bornh_bldg02b",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg02b.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_03_chimney",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_chimney.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_03_floor_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_floor_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_03_floor_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_floor_02.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_03_pipes",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_pipes.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_03_roof01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_roof01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_03_skylights",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_skylights.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_03_walls_garage_doors",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_walls_garage_doors.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_03_walls_inner_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_walls_inner_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_03_walls_inner_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_walls_inner_02.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_03_walls_inner_03",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_walls_inner_03.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_03_walls_inner_04",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_walls_inner_04.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_03_walls_outer_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_walls_outer_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_03_walls_outer_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_walls_outer_02.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_03_walls_outer_04",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_walls_outer_04.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_03_walls_outer_05",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_03_walls_outer_05.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_04_roof",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_04_roof.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_04_walls_ext_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_04_walls_ext_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_04_walls_ext_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_04_walls_ext_02.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_04_walls_ext_03",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_04_walls_ext_03.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_04_walls_inner",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_04_walls_inner.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_05_floor",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_05_floor.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_05_int_walls_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_05_int_walls_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_05_int_walls_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_05_int_walls_02.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_05_roof",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_05_roof.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_05_walls_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_05_walls_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_05_walls_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_05_walls_02.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_06_ext_wall_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_06_ext_wall_02.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_06_floor",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_06_floor.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_06_int_wall_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_06_int_wall_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_06_int_wall_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_06_int_wall_02.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_06_roof",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_06_roof.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","bornh_bldg_07_ceiling_drop",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_07_ceiling_drop.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_07_floor",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_07_floor.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_07_roof",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_07_roof.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","bornh_bldg_07_skylights",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_07_skylights.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","bornh_bldg_07_walls_ext_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_07_walls_ext_01.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","bornh_bldg_07_walls_ext_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_07_walls_ext_02.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_07_walls_int_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_07_walls_int_a_01.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_07_walls_int_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_07_walls_int_02.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","bornh_bldg_08_ceiling_drop",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_ceiling_drop.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_08_floor",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_floor.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_08_roof",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_roof.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","bornh_bldg_08_skylights",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_skylights.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","bornh_bldg_08_wall_ext_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_wall_ext_01.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","bornh_bldg_08_wall_ext_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_wall_ext_02.mesh",,,,,,,,,,,,,,,,,
"mesh","graphiconly","bornh_bldg_08_wall_ext_03",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_wall_ext_03.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_08_wall_int_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_wall_int_01.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_08_wall_int_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_wall_int_02.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_08_wall_int_03",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_wall_int_03.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","bornh_bldg_08_wall_int_01_dup",,-7.57,0.59,-2.53,0,90,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_08_wall_int_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_09_ext_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_09_ext_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_09_ext_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_09_ext_02.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_09_int_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_09_int_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_09_int_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_09_int_02.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_09_roof",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_09_roof.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_10_roof",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_10_roof.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_10_walls_ext_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_10_walls_ext_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_bldg_10_walls_ext_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_10_walls_ext_02.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_10_walls_int_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_10_walls_int_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_10_walls_int_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_10_walls_int_02.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_11_tower_roof",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_11_tower_roof.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_11_tower_walls",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_11_tower_walls.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_entry_leftwall_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_entry_leftwall_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_entry_rightwall_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_entry_rightwall_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","bornh_bldg_entry_side_roofs_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_bldg_entry_side_roofs_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_door_bldg_03_01",,-32.01,0.01,-5.3,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_door_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_entry_doorway_roof_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_entry_doorway_roof_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","bornh_entry_roof_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///bornh_entry_roof_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","cafe_frames_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///cafe_frames_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","cafe_roof_connector_high_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///cafe_roof_connector_high_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","cafe_roof_connector_high_02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///cafe_roof_connector_high_02.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","cafe_roof_connector_low_01",,-17.32,-0.33,-1.86,2.44,-0.01,-0.67,,0.98,0.98,0.98,0,0,0,0,0,0,0,0,"meru:///cafe_roof_connector_low_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","entry_door_01",,-29.84,0,-5.87,0,103.61,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///entry_door_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","entry_door_02",,-29.84,0,-6.92,0,-112.11,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///entry_door_02.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","floor_cafeentry",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///floor_cafeentry.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","floor_frontbreakroom_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///floor_frontbreakroom_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","floor_main_tier1_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///floor_main_tier1_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","floor_tier2",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///floor_tier2.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","floor_tier3",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///floor_tier3.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","frame_atrium_wway",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///frame_atrium_wway.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","frame_atriumroof02",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///frame_atriumroof02.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","frame_cafeskylgt_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///frame_cafeskylgt_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","frame_door_side01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///frame_door_side01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","frame_glassdoorway9n11",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///frame_glassdoorway9n11.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","frame_mainentry01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///frame_mainentry01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","frame_skylgt_box_a_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///frame_skylgt_box_a_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","frame_walkwayglass01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///frame_walkwayglass01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","pipe_drain_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///pipe_drain_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","pipe_end_01",,0,-0.53,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///pipe_end_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","side_door_01",,3.22,-3.78,1.24,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///side_door_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","side_door_02",,-1.67,-2.05,-8.34,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///side_door_02.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","stairs_03",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///stairs_03.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","straightstair_bldg05_exit",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///straightstair_bldg05_exit.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","straightstair_entry_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///straightstair_entry_01.mesh",,,,,,,,,,,,,,,,,
"mesh","staticmesh","straightstair_smallgallery",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///straightstair_smallgallery.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","straightstair_tier2_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///straightstair_tier2_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","tower_top",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///tower_top.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","walkway_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///walkway_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","walkway_concrete_wall_mat",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///walkway_concrete_wall_mat.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","walkway_door_01",,9,-3.88,-1.23,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///walkway_door_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","walkway_end_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///walkway_end_01.mesh",,,,,,,,,,,,,,,,,
"#","staticmesh","wall_atrium_inter_01",,0,0,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///wall_atrium_inter_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01",,-38.1,0.72,-5.2,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01.1",,-28.93,0.72,0.15,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01.2",,-33.84,0.72,1.77,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01.3",,-39.87,0.72,1.77,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01.4",,-28.93,-0.95,0.15,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01.5",,-35.85,0.72,1.77,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01.6",,-26.99,0.72,0.15,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01.7",,-26.99,-0.95,0.15,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01.8",,-37.86,0.72,1.77,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_01.9",,-31.82,0.72,1.78,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_small_01",,-26.5,1.27,0.15,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_small_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_small_01.1",,-41.33,1.27,1.77,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_small_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_small_01.10",,-35.33,1.27,1.77,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_small_01.mesh",,,,,,,,,,,,,,,,,
"#","graphiconly","window_bldg_03_small_01.2",,-33.33,1.27,1.77,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,"meru:///window_bldg_03_small_01.mesh",,,,,,,,,,,,,,,,,
